Year,County_Name,State_Name,diversity,smoking,obesity,house_income,unemployment_rate,pct_edu_or_health,life_expectancy
2022,Autauga County,Alabama,43.28,0.159327427,0.347826087,68315,2.768471818,0.199500208,76.58564973
2022,Baldwin County,Alabama,31.17,0.193451792,-0.47826087,71039,3.44349517,0.192393757,77.72472918
2022,Barbour County,Alabama,57.83,1.541364203,1.086956522,39712,5.753791258,0.207643161,72.86721012
2022,Bibb County,Alabama,40.49,1.09774746,1.202898551,50669,8.706247231,0.200072798,73.60936309
2022,Blount County,Alabama,25.55,0.585881988,0.84057971,57440,5.969584626,0.199951722,74.1714626
2022,Bullock County,Alabama,47.49,1.09774746,1.579710145,36136,3.703703704,0.150641026,73.81468226
2022,Butler County,Alabama,54.18,0.995374366,0.985507246,44429,6.813378093,0.188258839,73.47327905
2022,Calhoun County,Alabama,45.38,0.654130717,0.434782609,54339,6.946770279,0.225781013,72.82500707
2022,Chambers County,Alabama,53.78,0.824752541,0.956521739,48805,3.576226729,0.178941083,73.76110499
2022,Cherokee County,Alabama,17.35,1.012436548,0.202898551,46621,3.967142724,0.247472784,74.0144009
2022,Chilton County,Alabama,35.77,0.875939089,0.913043478,62471,5.300938708,0.184203552,74.39108471
2022,Choctaw County,Alabama,52.05,0.995374366,0.985507246,43299,5.208115457,0.19858782,74.2140102
2022,Clarke County,Alabama,53.07,1.063623095,1.666666667,47549,12.45952886,0.21438592,71.73733928
2022,Clay County,Alabama,33.96,1.16599619,0.608695652,48074,5.748175182,0.192836399,72.89639799
2022,Cleburne County,Alabama,14.78,0.858876906,0.391304348,51553,2.600958248,0.172347154,74.34666265
2022,Coffee County,Alabama,48.99,0.329949251,0.246376812,62199,4.781868204,0.21601541,75.26854472
2022,Colbert County,Alabama,36.93,0.466446711,0.434782609,56149,3.408576174,0.212864903,73.87503417
2022,Conecuh County,Alabama,52.28,1.080685278,1.173913043,39888,4.353360489,0.17380889,71.1942674
2022,Coosa County,Alabama,49.49,0.841814724,0.913043478,52279,4.399406822,0.222595657,73.92512749
2022,Covington County,Alabama,30.38,1.012436548,0.536231884,48772,5.492578443,0.223326706,72.91764187
2022,Crenshaw County,Alabama,45.73,0.893001271,0.391304348,48557,6.0761347,0.168939984,72.58910799
2022,Cullman County,Alabama,17.21,0.790628177,0.043478261,58119,4.339178733,0.213438134,73.91425364
2022,Dale County,Alabama,49.87,0.551757623,0.753623188,52813,7.774157418,0.194645322,74.90884591
2022,Dallas County,Alabama,45.48,0.944187818,2.101449275,37180,9.143254872,0.197437147,71.08750378
2022,DeKalb County,Alabama,34.88,1.063623095,0.347826087,47920,3.920835281,0.193628962,73.84247827
2022,Elmore County,Alabama,43,0.278762704,0.420289855,73258,4.151404151,0.226828025,75.28953085
2022,Escambia County,Alabama,54.12,0.995374366,0.84057971,41153,9.196609932,0.174020364,72.20851205
2022,Etowah County,Alabama,38.08,0.807690359,0.231884058,52177,6.012036744,0.235912645,72.53703119
2022,Fayette County,Alabama,27.99,0.978312183,0.608695652,45650,9.644087256,0.226969504,73.05971018
2022,Franklin County,Alabama,39.77,0.688255082,0.724637681,47359,3.82720457,0.168163932,73.67638903
2022,Geneva County,Alabama,33.41,1.09774746,0.434782609,47608,3.858038316,0.231404959,72.63087878
2022,Greene County,Alabama,30.11,1.609612933,2.043478261,32796,4.501216545,0.205095541,72.86077289
2022,Hale County,Alabama,52.78,1.200120555,1.579710145,35851,7.649158593,0.295785017,72.54515094
2022,Henry County,Alabama,45.25,0.637068535,0.811594203,58395,5.327815854,0.255156399,75.5375852
2022,Houston County,Alabama,50.33,0.500571076,1.057971014,55064,4.994699757,0.241248797,75.64832173
2022,Jackson County,Alabama,20.83,0.910063453,0.826086957,46748,6.041350094,0.186228865,73.26880873
2022,Jefferson County,Alabama,57.64,-0.198978404,0.188405797,63595,5.391182211,0.257319413,74.06055235
2022,Lamar County,Alabama,25.27,1.063623095,0.507246377,49565,5.013239188,0.191228396,75.26151019
2022,Lauderdale County,Alabama,29.3,0.295824887,-0.028985507,56081,3.618143928,0.210401619,75.94632606
2022,Lawrence County,Alabama,39.52,1.16599619,0.376811594,54786,2.966547444,0.218849378,72.86035472
2022,Lee County,Alabama,49.91,-0.062480944,0.101449275,59288,3.777554518,0.306882531,77.71981671
2022,Limestone County,Alabama,41.9,0.329949251,0.115942029,80146,4.142082602,0.187294656,77.09611375
2022,Lowndes County,Alabama,38.01,1.16599619,1.869565217,33125,7.49565649,0.167158573,70.30146804
2022,Macon County,Alabama,35.17,0.722379447,1.086956522,41206,12.49690671,0.293552036,71.27818633
2022,Madison County,Alabama,53.3,-0.45491114,-0.057971014,78058,4.227128085,0.203584868,77.35324666
2022,Marengo County,Alabama,54.25,0.875939089,1.550724638,42975,2.817983861,0.252932648,71.03309977
2022,Marion County,Alabama,17.33,0.944187818,0.434782609,49743,6.470921297,0.244746173,73.078829
2022,Marshall County,Alabama,35.04,0.60294417,0.739130435,58272,3.813618406,0.198651816,73.89312085
2022,Mobile County,Alabama,55.65,0.449384528,0.507246377,55352,5.894881814,0.230615637,74.44164168
2022,Monroe County,Alabama,53.19,1.114809642,1.188405797,39965,12.17170291,0.187942122,73.28886953
2022,Montgomery County,Alabama,55.01,0.227576157,0.68115942,56707,6.752506016,0.229498369,75.24879241
2022,Morgan County,Alabama,42.25,0.312887069,0.231884058,61588,4.186159759,0.171839832,74.19546978
2022,Perry County,Alabama,42.81,1.131871825,1.927536232,32332,15.65249267,0.281182095,70.79039959
2022,Pickens County,Alabama,55.62,0.790628177,1.043478261,45339,5.291149598,0.238444924,73.91421578
2022,Pike County,Alabama,55.38,0.312887069,0.492753623,42616,4.944827586,0.234128999,73.93137985
2022,Randolph County,Alabama,40.52,0.773565994,0.231884058,49879,3.246461469,0.212005109,73.92161987
2022,Russell County,Alabama,60.24,0.500571076,0.811594203,47420,6.512474658,0.189378181,73.38067659
2022,St. Clair County,Alabama,27.4,0.739441629,0.333333333,73218,4.287316593,0.217486966,74.73805307
2022,Shelby County,Alabama,40.24,-0.591408599,-0.391304348,90618,3.124466742,0.221169259,80.26156646
2022,Sumter County,Alabama,41.42,0.756503812,1.536231884,31726,8.160649434,0.307745987,71.90939336
2022,Talladega County,Alabama,50.96,1.063623095,0.608695652,52457,8.376395352,0.219050883,72.92603706
2022,Tallapoosa County,Alabama,45.8,0.824752541,0.826086957,53282,10.41690594,0.213589744,73.92674598
2022,Tuscaloosa County,Alabama,52.97,0.244638339,0.782608696,61645,5.526162092,0.285470117,75.82633603
2022,Walker County,Alabama,22.77,1.217182737,0.347826087,52987,5.674745552,0.203268126,69.62925684
2022,Washington County,Alabama,50.97,0.995374366,1.072463768,51184,6.340973733,0.18488746,75.28794256
2022,Wilcox County,Alabama,43.19,1.490177656,1.811594203,38208,10.70475174,0.228101644,69.84538646
2022,Winston County,Alabama,14.6,1.285431467,0.782608696,49494,4.420537897,0.16893482,74.82322635
2022,Aleutians East Borough,Alaska,69.53,0.125203062,-0.202898551,79961,4.396515968,0.079392625,112.503856
2022,Aleutians West Census Area,Alaska,70.85,-0.335475863,-0.753623188,100662,2.998092123,0.041584715,91.47865596
2022,Anchorage Municipality,Alaska,63.66,-0.591408599,-0.31884058,95731,5.161844858,0.237889486,78.68391547
2022,Bethel Census Area,Alaska,24.71,2.752779154,0.782608696,64094,16.16200332,0.247180738,70.71169041
2022,Bristol Bay Borough,Alaska,63.77,0.415260163,0.173913043,94167,2.745995423,0.202352941,
2022,Chugach Census Area,Alaska,47.37,,,83068,8.806366048,0.205642816,
2022,Copper River Census Area,Alaska,55.66,,,70606,6.489184692,0.209964413,
2022,Denali Borough,Alaska,40.17,-0.164854039,-0.652173913,87292,1.897810219,0.093005952,89.08561212
2022,Dillingham Census Area,Alaska,35.18,2.036167493,0.405797101,69412,11.31989001,0.328682171,70.24075091
2022,Fairbanks North Star Borough,Alaska,50.45,-0.198978404,-0.362318841,81655,5.519130591,0.260302296,80.2125933
2022,Haines Borough,Alaska,43.72,-0.147791856,-0.391304348,68276,4.275534442,0.163771712,84.35998665
2022,Hoonah-Angoon Census Area,Alaska,58.76,0.6711929,0.275362319,62344,13.98243045,0.155744681,84.32797252
2022,Juneau City and Borough,Alaska,55.81,-0.625532964,-0.782608696,95711,4.454316946,0.234383604,81.07434567
2022,Kenai Peninsula Borough,Alaska,36.73,0.193451792,-0.797101449,76272,7.246856386,0.26182265,79.2262744
2022,Ketchikan Gateway Borough,Alaska,55.24,0.125203062,-0.173913043,82763,4.128819158,0.259402814,80.19062984
2022,Kodiak Island Borough,Alaska,68.2,-0.38666241,-0.536231884,91138,5.727886978,0.204756475,80.54596037
2022,Kusilvak Census Area,Alaska,9.99,4.13481593,1.768115942,42663,20.90468498,0.292892157,67.68724567
2022,Lake and Peninsula Borough,Alaska,37.49,1.797296939,0.608695652,61607,13.95759717,0.277207392,
2022,Matanuska-Susitna Borough,Alaska,38.71,0.17638961,-0.130434783,86435,6.997522641,0.237052402,78.99171204
2022,Nome Census Area,Alaska,31.09,2.053229675,1.289855072,70121,16.50807701,0.399946992,70.31896531
2022,North Slope Borough,Alaska,58.4,0.910063453,0.31884058,83472,6.812581534,0.1421683,76.21044775
2022,Northwest Arctic Borough,Alaska,26.41,2.65040606,0.898550725,77647,15.47848426,0.303951368,71.2524859
2022,Petersburg Borough,Alaska,63.16,-0.113667491,-0.68115942,77826,4.40755581,0.195808383,80.63892046
2022,Prince of Wales-Hyder Census Area,Alaska,56,1.16599619,0.594202899,61779,7.544627821,0.271038251,76.44695294
2022,Sitka City and Borough,Alaska,57.38,-0.267227133,-0.579710145,95261,4.981589777,0.293822658,80.91357145
2022,Skagway Municipality,Alaska,38.77,-0.335475863,-0.31884058,79583,10.99656357,0.084942085,
2022,Southeast Fairbanks Census Area,Alaska,44.94,0.364073616,-0.086956522,75378,6.607929515,0.174165457,77.23608069
2022,Wrangell City and Borough,Alaska,55.99,0.449384528,-0.347826087,61000,3.436018957,0.21595092,79.21216092
2022,Yakutat City and Borough,Alaska,70.46,0.637068535,0.086956522,76875,1.829268293,0.118012422,
2022,Yukon-Koyukuk Census Area,Alaska,40.46,2.070291858,0.797101449,47826,11.08597285,0.248515691,72.49737951
2022,Apache County,Arizona,42.53,0.875939089,0.579710145,37483,9.459996029,0.402368161,70.13496056
2022,Cochise County,Arizona,58.02,-0.198978404,0.144927536,58421,6.790383804,0.217511312,78.24794814
2022,Coconino County,Arizona,61.36,-0.113667491,-0.768115942,67266,6.972127916,0.285468325,77.96525103
2022,Gila County,Arizona,55.56,0.17638961,-0.246376812,55242,6.944790163,0.256794351,72.67702602
2022,Graham County,Arizona,61.48,-0.233102768,0.565217391,64089,5.970448619,0.227602389,76.9683221
2022,Greenlee County,Arizona,56.45,-0.608470782,0.420289855,73756,3.016132803,0.193346191,79.92221203
2022,La Paz County,Arizona,58.51,0.125203062,0.594202899,46634,10.72828217,0.15822206,77.70255027
2022,Maricopa County,Arizona,60.86,-0.762030423,-0.275362319,80675,4.755639476,0.206468521,79.6372805
2022,Mohave County,Arizona,39.74,0.381135799,-0.086956522,53592,7.462522718,0.211296382,75.46716119
2022,Navajo County,Arizona,60.98,0.329949251,0.710144928,50335,9.695342407,0.342635933,71.39813837
2022,Pima County,Arizona,59.92,-0.762030423,-0.304347826,64323,5.865930875,0.258274527,78.47234565
2022,Pinal County,Arizona,59.36,-0.233102768,0.246376812,73313,6.438605334,0.204043988,81.79780594
2022,Santa Cruz County,Arizona,28.73,-0.727906058,0.608695652,51885,9.846183061,0.216903633,81.18535574
2022,Yavapai County,Arizona,35.42,-0.267227133,-0.739130435,62430,4.90716446,0.229395286,78.38738333
2022,Yuma County,Arizona,48.77,-0.625532964,0.797101449,56439,8.296076726,0.213375541,80.48450275
2022,Arkansas County,Arkansas,46.66,0.841814724,0.565217391,58695,6.543731592,0.22430803,72.94702319
2022,Ashley County,Arkansas,47.83,0.927125636,0.898550725,44804,6.02375161,0.263093788,73.81420974
2022,Baxter County,Arkansas,15.02,0.60294417,-0.130434783,47403,5.12899642,0.259384555,76.05827469
2022,Benton County,Arkansas,53.69,-0.403724593,-0.449275362,85269,2.850966637,0.173558924,79.47153427
2022,Boone County,Arkansas,13.31,0.654130717,-0.072463768,52275,4.441041348,0.244575937,76.13092595
2022,Bradley County,Arkansas,60.83,0.654130717,0.782608696,43688,5.596168389,0.260080107,72.15196085
2022,Calhoun County,Arkansas,44.33,0.773565994,0.869565217,60237,9.126106195,0.199026172,72.92553611
2022,Carroll County,Arkansas,43.16,0.244638339,0.144927536,56826,3.145273877,0.138968967,76.10604287
2022,Chicot County,Arkansas,55.98,1.09774746,1.695652174,36593,10.89588378,0.218297101,72.20755156
2022,Clark County,Arkansas,48.26,0.295824887,1.043478261,48071,4.091350826,0.287060492,75.32018092
2022,Clay County,Arkansas,11.22,1.063623095,0.68115942,44685,5.576153048,0.259305796,73.03034819
2022,Cleburne County,Arkansas,14.32,0.961250001,0.405797101,52780,6.027232679,0.176539527,75.18975442
2022,Cleveland County,Arkansas,27.66,0.875939089,0.869565217,48913,0.78071962,0.271638727,75.05156229
2022,Columbia County,Arkansas,52.31,0.961250001,1.391304348,47441,3.157453058,0.302209705,73.93194579
2022,Conway County,Arkansas,33.69,0.756503812,0.333333333,50282,7.065048242,0.225050234,75.3308708
2022,Craighead County,Arkansas,43.54,0.483508893,0.971014493,55169,5.893748058,0.292830233,76.10124123
2022,Crawford County,Arkansas,32.09,0.6711929,0.710144928,56702,5.278738947,0.220156675,76.35414415
2022,Crittenden County,Arkansas,58.31,0.875939089,1.405797101,51860,10.43692524,0.23109801,72.17041151
2022,Cross County,Arkansas,43.71,0.995374366,0.826086957,48129,8.145996464,0.205004812,72.08932869
2022,Dallas County,Arkansas,53.61,0.807690359,1.130434783,40085,5.977093772,0.227636087,73.84897387
2022,Desha County,Arkansas,57.79,1.268369284,1.420289855,38067,5.188128067,0.251663791,72.15274025
2022,Drew County,Arkansas,50.26,0.466446711,0.855072464,44968,3.223185265,0.339210747,74.0408529
2022,Faulkner County,Arkansas,36.03,0.210513974,0.652173913,61273,3.252153992,0.287140945,76.31088092
2022,Franklin County,Arkansas,21.4,1.251307102,0.594202899,47695,5.135059088,0.203470265,73.9976147
2022,Fulton County,Arkansas,13.31,1.234244919,0.608695652,38917,1.689032855,0.323605554,75.32146628
2022,Garland County,Arkansas,33.54,0.381135799,0.47826087,54229,5.667194505,0.234915831,74.31574705
2022,Grant County,Arkansas,16.59,0.432322346,0.246376812,68598,3.317182259,0.239398612,76.1558204
2022,Greene County,Arkansas,17.8,0.858876906,0.188405797,54879,7.522493275,0.279638917,75.07499474
2022,Hempstead County,Arkansas,60.19,0.620006352,0.927536232,45049,4.410674574,0.228383094,75.57781009
2022,Hot Spring County,Arkansas,31.62,0.6711929,0.565217391,50260,4.6134385,0.228254934,73.96822977
2022,Howard County,Arkansas,54.31,0.500571076,1.362318841,44824,6.434081346,0.213415777,73.48872895
2022,Independence County,Arkansas,27.07,0.620006352,0.31884058,52361,5.246676514,0.243873542,75.87457343
2022,Izard County,Arkansas,22.24,0.893001271,0.304347826,46159,7.480141218,0.314333413,74.50187777
2022,Jackson County,Arkansas,40.16,1.319555831,0.811594203,41929,10.93349419,0.180833051,72.52637716
2022,Jefferson County,Arkansas,54.24,0.893001271,1.246376812,46855,7.835267744,0.249588074,72.41763804
2022,Johnson County,Arkansas,37.72,1.02949873,0.608695652,42470,4.755980861,0.197729328,75.48892178
2022,Lafayette County,Arkansas,55.21,1.234244919,1.014492754,40262,8.721157607,0.238646101,74.22658843
2022,Lawrence County,Arkansas,13.51,0.893001271,0.782608696,43606,6.670500288,0.249691929,73.02484342
2022,Lee County,Arkansas,53.02,1.131871825,1.333333333,33801,14.31472081,0.173380727,71.62365957
2022,Lincoln County,Arkansas,51.33,1.02949873,1.173913043,50526,3.983957219,0.246449457,73.89062236
2022,Little River County,Arkansas,44.68,0.705317264,0.869565217,58627,7.953301715,0.270511296,73.13118003
2022,Logan County,Arkansas,21.08,0.858876906,0.724637681,51131,5.515905383,0.256717384,73.86689244
2022,Lonoke County,Arkansas,28.18,0.415260163,0.376811594,68078,4.487765836,0.23068175,75.19202712
2022,Madison County,Arkansas,39.5,0.961250001,0.68115942,51514,4.792763602,0.155275099,76.29985479
2022,Marion County,Arkansas,14.31,0.705317264,0.420289855,42891,6.996138996,0.194287612,74.70269323
